"userid","expertise","language_skill","gender","age","country","continent"
2639,"1 Nonmusician","1 No proficiency","male",21,"RS","Europe"
2640,"2 Music-loving nonmusician","3 Limited working proficiency","male",19,"NP","Asia"
2643,"1 Nonmusician","3 Limited working proficiency","male",33,"BG","Europe"
2644,"2 Music-loving nonmusician","3 Limited working proficiency","male",25,"TR","Asia"
2645,"4 Serious amateur musician","2 Elementary proficiency","male",26,"SG","Asia"
2649,"2 Music-loving nonmusician","2 Elementary proficiency","male",33,"BR","South America"
2650,"3 Amateur musician","3 Limited working proficiency","female",20,"LT","Europe"
2651,"5 Semi-professional musician","4 Professional working proficiency","female",28,"TR","Asia"
2652,"2 Music-loving nonmusician","2 Elementary proficiency","male",40,"RS","Europe"
2653,"1 Nonmusician","3 Limited working proficiency","male",21,"MY","Asia"
2654,"1 Nonmusician","3 Limited working proficiency","male",26,"MA","Africa"
2655,"1 Nonmusician","1 No proficiency","male",27,"RO","Europe"
2656,"2 Music-loving nonmusician","4 Professional working proficiency","male",30,"PK","Asia"
2657,"1 Nonmusician","2 Elementary proficiency","male",23,"RO","Europe"
2658,"2 Music-loving nonmusician","3 Limited working proficiency","female",26,"RS","Europe"
2660,"2 Music-loving nonmusician","2 Elementary proficiency","female",27,"IN","Asia"
2664,"3 Amateur musician","3 Limited working proficiency","male",19,"PT","Europe"
2666,"1 Nonmusician","3 Limited working proficiency","male",27,"IN","Asia"
2667,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2668,"3 Amateur musician","4 Professional working proficiency","male",29,"IN","Asia"
2673,"3 Amateur musician","6 Native or bilingual proficiency","other",20,"HR","Europe"
2675,"1 Nonmusician","2 Elementary proficiency","male",36,"ID","Asia"
2677,"1 Nonmusician","3 Limited working proficiency","male",48,"FR","Europe"
2678,"3 Amateur musician","3 Limited working proficiency","male",35,"ES","Europe"
2681,"4 Serious amateur musician","3 Limited working proficiency","male",43,"TR","Asia"
2682,"1 Nonmusician","3 Limited working proficiency","male",26,"IN","Asia"
2683,"2 Music-loving nonmusician","2 Elementary proficiency","female",39,"IT","Europe"
2684,"3 Amateur musician","3 Limited working proficiency","male",25,"HR","Europe"
2685,"3 Amateur musician","5 Full professional proficiency","male",21,"IN","Asia"
2687,"1 Nonmusician","2 Elementary proficiency","male",53,"NL","Europe"
2688,"1 Nonmusician","5 Full professional proficiency","male",,"GR","Europe"
2689,"2 Music-loving nonmusician","4 Professional working proficiency","female",38,"FI","Europe"
2691,"2 Music-loving nonmusician","3 Limited working proficiency","male",23,"SA","Asia"
2693,"1 Nonmusician","2 Elementary proficiency","male",20,"IN","Asia"
2695,"1 Nonmusician","2 Elementary proficiency","male",37,"RS","Europe"
2696,"3 Amateur musician","5 Full professional proficiency","female",22,"IN","Asia"
2697,"2 Music-loving nonmusician","4 Professional working proficiency","male",21,"CO","South America"
2698,"2 Music-loving nonmusician","2 Elementary proficiency","male",35,"VN","Asia"
2700,"2 Music-loving nonmusician","3 Limited working proficiency","male",25,"HK","Asia"
2701,"3 Amateur musician","4 Professional working proficiency","male",29,"RO","Europe"
2703,"3 Amateur musician","4 Professional working proficiency","male",25,"ID","Asia"
2705,"2 Music-loving nonmusician","2 Elementary proficiency","male",32,"VN","Asia"
2706,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",19,"IN","Asia"
2709,"1 Nonmusician","4 Professional working proficiency","male",21,"HK","Asia"
2711,"2 Music-loving nonmusician","2 Elementary proficiency","female",49,"RS","Europe"
2712,"4 Serious amateur musician","3 Limited working proficiency","male",30,"BG","Europe"
2713,"3 Amateur musician","2 Elementary proficiency","female",32,"ES","Europe"
2714,"3 Amateur musician","3 Limited working proficiency","male",33,"DE","Europe"
2716,"2 Music-loving nonmusician","5 Full professional proficiency","male",30,"NL","Europe"
2717,"2 Music-loving nonmusician","5 Full professional proficiency","male",39,"VE","South America"
2719,"1 Nonmusician","1 No proficiency","male",20,"GE","Asia"
2720,"1 Nonmusician","4 Professional working proficiency","male",25,"ES","Europe"
2722,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",41,"GB","Europe"
2724,"1 Nonmusician","4 Professional working proficiency","male",37,"VE","South America"
2725,"2 Music-loving nonmusician","3 Limited working proficiency","male",34,"BA","Europe"
2727,"2 Music-loving nonmusician","2 Elementary proficiency","male",,"IN","Asia"
2728,"6 Professional musician","5 Full professional proficiency","female",28,"TR","Asia"
2729,"2 Music-loving nonmusician","3 Limited working proficiency","female",26,"BD","Asia"
2730,"3 Amateur musician","3 Limited working proficiency","male",34,"ES","Europe"
2731,"1 Nonmusician","3 Limited working proficiency","male",22,"IN","Asia"
2732,"3 Amateur musician","2 Elementary proficiency","female",64,"PL","Europe"
2734,"1 Nonmusician","4 Professional working proficiency","female",49,"FR","Europe"
2735,"2 Music-loving nonmusician","3 Limited working proficiency","female",44,"IN","Asia"
2736,"2 Music-loving nonmusician","5 Full professional proficiency","female",26,"RS","Europe"
2737,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",32,"GB","Europe"
2739,"6 Professional musician","3 Limited working proficiency","male",26,"TR","Asia"
2740,"2 Music-loving nonmusician","4 Professional working proficiency","female",18,"HU","Europe"
2742,"1 Nonmusician","6 Native or bilingual proficiency","male",48,"PH","Asia"
2743,"3 Amateur musician","1 No proficiency","male",25,"VE","South America"
2744,"2 Music-loving nonmusician","4 Professional working proficiency","female",32,"DE","Europe"
2745,"2 Music-loving nonmusician","1 No proficiency","male",18,"TR","Asia"
2746,"2 Music-loving nonmusician","4 Professional working proficiency","female",22,"TR","Asia"
2748,"2 Music-loving nonmusician","3 Limited working proficiency","male",21,"CZ","Europe"
2749,"4 Serious amateur musician","3 Limited working proficiency","male",48,"BA","Europe"
2750,"5 Semi-professional musician","6 Native or bilingual proficiency","male",30,"IN","Asia"
2751,"4 Serious amateur musician","4 Professional working proficiency","female",19,"TR","Asia"
2752,"3 Amateur musician","2 Elementary proficiency","female",22,"BA","Europe"
2754,"2 Music-loving nonmusician","5 Full professional proficiency","female",35,"US","North America"
2758,"4 Serious amateur musician","3 Limited working proficiency","male",31,"LK","Asia"
2759,"1 Nonmusician","1 No proficiency","male",18,"IN","Asia"
2761,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",25,"CA","North America"
2765,"2 Music-loving nonmusician","2 Elementary proficiency","female",24,"RS","Europe"
2766,"1 Nonmusician","2 Elementary proficiency","female",63,"RO","Europe"
2768,"2 Music-loving nonmusician","4 Professional working proficiency","male",26,"TR","Asia"
2769,"1 Nonmusician","2 Elementary proficiency","male",18,"ID","Asia"
2773,"2 Music-loving nonmusician","5 Full professional proficiency","male",29,"BA","Europe"
2774,"2 Music-loving nonmusician","4 Professional working proficiency","female",24,"BG","Europe"
2775,"6 Professional musician","6 Native or bilingual proficiency","female",38,"TR","Asia"
2776,"1 Nonmusician","3 Limited working proficiency","male",40,"MG","Africa"
2777,"2 Music-loving nonmusician","4 Professional working proficiency","male",20,"BG","Europe"
2778,"2 Music-loving nonmusician","4 Professional working proficiency","male",32,"CZ","Europe"
2779,"2 Music-loving nonmusician","3 Limited working proficiency","male",64,"NL","Europe"
2780,"3 Amateur musician","4 Professional working proficiency","female",32,"PH","Asia"
2783,"2 Music-loving nonmusician","3 Limited working proficiency","male",21,"PT","Europe"
2784,"4 Serious amateur musician","2 Elementary proficiency","male",29,"GR","Europe"
2785,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",24,"US","North America"
2786,"3 Amateur musician","3 Limited working proficiency","male",22,"ID","Asia"
2787,"3 Amateur musician","4 Professional working proficiency","male",35,"ES","Europe"
2788,"3 Amateur musician","1 No proficiency","female",44,"IT","Europe"
2789,"3 Amateur musician","6 Native or bilingual proficiency","male",20,"VE","South America"
2790,"2 Music-loving nonmusician","3 Limited working proficiency","female",30,"RS","Europe"
2791,"1 Nonmusician","2 Elementary proficiency","female",49,"NL","Europe"
2792,"2 Music-loving nonmusician","5 Full professional proficiency","female",27,"RO","Europe"
2794,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",32,"GB","Europe"
2795,"2 Music-loving nonmusician","5 Full professional proficiency","female",26,"RS","Europe"
2796,"3 Amateur musician","3 Limited working proficiency","male",35,"RO","Europe"
2798,"3 Amateur musician","2 Elementary proficiency","female",58,"PL","Europe"
2799,"1 Nonmusician","4 Professional working proficiency","male",23,"IN","Asia"
2800,"3 Amateur musician","3 Limited working proficiency","male",,"TR","Asia"
2801,"1 Nonmusician","6 Native or bilingual proficiency","female",35,"GB","Europe"
2802,"2 Music-loving nonmusician","5 Full professional proficiency","male",19,"IN","Asia"
2803,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2804,"1 Nonmusician","6 Native or bilingual proficiency","female",23,"CA","North America"
2805,"3 Amateur musician","4 Professional working proficiency","male",25,"ID","Asia"
2806,"2 Music-loving nonmusician","4 Professional working proficiency","male",46,"IT","Europe"
2807,"1 Nonmusician","1 No proficiency","female",28,"TR","Asia"
2808,"1 Nonmusician","1 No proficiency","male",30,"BG","Europe"
2809,"1 Nonmusician","4 Professional working proficiency","female",30,"PL","Europe"
2810,"1 Nonmusician","3 Limited working proficiency","male",26,"HR","Europe"
2812,"1 Nonmusician","4 Professional working proficiency","male",31,"CA","North America"
2813,"2 Music-loving nonmusician","4 Professional working proficiency","female",29,"AR","South America"
2814,"3 Amateur musician","5 Full professional proficiency","male",,"DE","Europe"
2815,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2816,"1 Nonmusician","2 Elementary proficiency","female",,"ES","Europe"
2817,"1 Nonmusician","2 Elementary proficiency","male",30,"ES","Europe"
2818,"5 Semi-professional musician","6 Native or bilingual proficiency","female",48,"MO","Asia"
2819,"2 Music-loving nonmusician","2 Elementary proficiency","male",78,"RS","Europe"
2820,"1 Nonmusician","3 Limited working proficiency","male",,"MA","Africa"
2821,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",47,"MX","North America"
2824,"2 Music-loving nonmusician","3 Limited working proficiency","male",35,"IN","Asia"
2826,"1 Nonmusician","3 Limited working proficiency","female",41,"BA","Europe"
2828,"1 Nonmusician","2 Elementary proficiency","female",23,"ES","Europe"
2829,"2 Music-loving nonmusician","3 Limited working proficiency","female",50,"SA","Asia"
2830,"2 Music-loving nonmusician","3 Limited working proficiency","female",37,"PH","Asia"
2832,"2 Music-loving nonmusician","4 Professional working proficiency","female",35,"PE","South America"
2834,"5 Semi-professional musician","6 Native or bilingual proficiency","male",42,"CA","North America"
2835,"4 Serious amateur musician","4 Professional working proficiency","male",24,"BR","South America"
2836,"3 Amateur musician","2 Elementary proficiency","male",46,"BA","Europe"
2837,"1 Nonmusician","5 Full professional proficiency","male",,"TR","Asia"
2838,"3 Amateur musician","3 Limited working proficiency","female",27,"ES","Europe"
2839,"3 Amateur musician","2 Elementary proficiency","male",40,"MK","Europe"
2840,"2 Music-loving nonmusician","4 Professional working proficiency","male",34,"IT","Europe"
2841,"2 Music-loving nonmusician","3 Limited working proficiency","female",25,"PL","Europe"
2842,"1 Nonmusician","3 Limited working proficiency","male",24,"VE","South America"
2843,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2845,"3 Amateur musician","4 Professional working proficiency","male",18,"BG","Europe"
2846,"1 Nonmusician","2 Elementary proficiency","male",38,"RO","Europe"
2847,"3 Amateur musician","2 Elementary proficiency","male",39,"RS","Europe"
2849,"2 Music-loving nonmusician","4 Professional working proficiency","female",25,"BR","South America"
2850,"3 Amateur musician","4 Professional working proficiency","male",29,"ID","Asia"
2851,"1 Nonmusician","2 Elementary proficiency","male",23,"VE","South America"
2852,"2 Music-loving nonmusician","2 Elementary proficiency","male",25,"BD","Asia"
2853,"4 Serious amateur musician","4 Professional working proficiency","male",23,"VE","South America"
2854,"1 Nonmusician","3 Limited working proficiency","male",33,"IN","Asia"
2855,"3 Amateur musician","6 Native or bilingual proficiency","male",,"VE","South America"
2856,"3 Amateur musician","2 Elementary proficiency","male",29,"VE","South America"
2857,"1 Nonmusician","2 Elementary proficiency","male",34,"PR","North America"
2858,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",52,"CA","North America"
2859,"3 Amateur musician","3 Limited working proficiency","male",22,"CO","South America"
2860,"1 Nonmusician","3 Limited working proficiency","male",42,"FI","Europe"
2861,"3 Amateur musician","3 Limited working proficiency","male",21,"ES","Europe"
2862,"1 Nonmusician","3 Limited working proficiency","male",54,"MY","Asia"
2864,"3 Amateur musician","2 Elementary proficiency","female",18,"AR","South America"
2865,"4 Serious amateur musician","2 Elementary proficiency","male",18,"TR","Asia"
2866,"4 Serious amateur musician","5 Full professional proficiency","male",28,"PE","South America"
2867,"2 Music-loving nonmusician","4 Professional working proficiency","male",22,"DE","Europe"
2868,"2 Music-loving nonmusician","2 Elementary proficiency","male",22,"UY","South America"
2869,"3 Amateur musician","2 Elementary proficiency","male",40,"RS","Europe"
2871,"2 Music-loving nonmusician","4 Professional working proficiency","male",77,"EG","Africa"
2872,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2873,"5 Semi-professional musician","2 Elementary proficiency","male",22,"VE","South America"
2874,"2 Music-loving nonmusician","2 Elementary proficiency","male",24,"FR","Europe"
2875,"1 Nonmusician","4 Professional working proficiency","male",43,"TR","Asia"
2878,"1 Nonmusician","6 Native or bilingual proficiency","male",39,"CA","North America"
2880,"2 Music-loving nonmusician","3 Limited working proficiency","male",26,"LK","Asia"
2882,"2 Music-loving nonmusician","3 Limited working proficiency","male",30,"BA","Europe"
2883,"2 Music-loving nonmusician","4 Professional working proficiency","male",18,"AR","South America"
2885,"2 Music-loving nonmusician","2 Elementary proficiency","male",21,"EG","Africa"
2887,"2 Music-loving nonmusician","4 Professional working proficiency","male",21,"US","North America"
2888,"1 Nonmusician","2 Elementary proficiency","male",35,"RU","Europe"
2889,"2 Music-loving nonmusician","5 Full professional proficiency","male",22,"MX","North America"
2890,"1 Nonmusician","6 Native or bilingual proficiency","female",33,"GB","Europe"
2891,"1 Nonmusician","2 Elementary proficiency","male",29,"FR","Europe"
2893,"4 Serious amateur musician","3 Limited working proficiency","female",45,"TR","Asia"
2894,"2 Music-loving nonmusician","3 Limited working proficiency","male",,"VE","South America"
2896,"4 Serious amateur musician","5 Full professional proficiency","male",27,"VE","South America"
2897,"3 Amateur musician","2 Elementary proficiency","male",40,"RS","Europe"
2898,"2 Music-loving nonmusician","3 Limited working proficiency","male",20,"RS","Europe"
2899,"3 Amateur musician","3 Limited working proficiency","male",33,"BG","Europe"
2900,"3 Amateur musician","6 Native or bilingual proficiency","male",52,"US","North America"
2901,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",27,"MX","North America"
2902,"2 Music-loving nonmusician","3 Limited working proficiency","male",23,"FI","Europe"
2903,"2 Music-loving nonmusician","5 Full professional proficiency","female",25,"EG","Africa"
2904,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2905,"2 Music-loving nonmusician","3 Limited working proficiency","male",41,"RO","Europe"
2906,"2 Music-loving nonmusician","5 Full professional proficiency","male",29,"IN","Asia"
2907,"3 Amateur musician","3 Limited working proficiency","male",42,"VE","South America"
2908,"2 Music-loving nonmusician","2 Elementary proficiency","male",56,"HU","Europe"
2909,"4 Serious amateur musician","5 Full professional proficiency","male",24,"MX","North America"
2910,"1 Nonmusician","3 Limited working proficiency","female",33,"HR","Europe"
2911,"4 Serious amateur musician","3 Limited working proficiency","male",31,"RO","Europe"
2912,"2 Music-loving nonmusician","4 Professional working proficiency","female",29,"TR","Asia"
2913,"2 Music-loving nonmusician","4 Professional working proficiency","female",61,"CA","North America"
2914,"1 Nonmusician","3 Limited working proficiency","female",30,"MK","Europe"
2917,"4 Serious amateur musician","6 Native or bilingual proficiency","female",20,"US","North America"
2918,"1 Nonmusician","2 Elementary proficiency","male",32,"UA","Europe"
2919,"2 Music-loving nonmusician","3 Limited working proficiency","male",41,"GR","Europe"
2920,"1 Nonmusician","6 Native or bilingual proficiency","female",59,"US","North America"
2921,"2 Music-loving nonmusician","4 Professional working proficiency","male",44,"NL","Europe"
2923,"2 Music-loving nonmusician","3 Limited working proficiency","male",32,"VE","South America"
2924,"1 Nonmusician","1 No proficiency","female",61,"RS","Europe"
2926,"1 Nonmusician","4 Professional working proficiency","male",29,"VE","South America"
2927,"2 Music-loving nonmusician","4 Professional working proficiency","male",32,"MG","Africa"
2928,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2929,"2 Music-loving nonmusician","3 Limited working proficiency","male",20,"PY","South America"
2930,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",22,"GB","Europe"
2931,"2 Music-loving nonmusician","3 Limited working proficiency","male",27,"FI","Europe"
2932,"2 Music-loving nonmusician","3 Limited working proficiency","female",49,"GR","Europe"
2933,"3 Amateur musician","2 Elementary proficiency","male",24,"BA","Europe"
2934,"3 Amateur musician","3 Limited working proficiency","male",27,"VE","South America"
2935,"3 Amateur musician","6 Native or bilingual proficiency","female",48,"GB","Europe"
2936,"2 Music-loving nonmusician","4 Professional working proficiency","male",37,"BG","Europe"
2938,"1 Nonmusician","2 Elementary proficiency","female",22,"VE","South America"
2939,"1 Nonmusician","2 Elementary proficiency","male",18,"BR","South America"
2940,"6 Professional musician","2 Elementary proficiency","female",33,"UA","Europe"
2942,"1 Nonmusician","1 No proficiency","male",34,"VE","South America"
2943,"2 Music-loving nonmusician","5 Full professional proficiency","male",22,"MX","North America"
2944,"3 Amateur musician","2 Elementary proficiency","female",29,"VE","South America"
2945,"1 Nonmusician","2 Elementary proficiency","male",34,"DE","Europe"
2946,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"UA","Europe"
2947,"2 Music-loving nonmusician","5 Full professional proficiency","female",37,"BG","Europe"
2948,"3 Amateur musician","5 Full professional proficiency","male",32,"RO","Europe"
2949,"3 Amateur musician","2 Elementary proficiency","female",44,"BG","Europe"
2950,"4 Serious amateur musician","4 Professional working proficiency","male",27,"CO","South America"
2951,"3 Amateur musician","3 Limited working proficiency","male",26,"VE","South America"
2952,"2 Music-loving nonmusician","3 Limited working proficiency","male",41,"DE","Europe"
2953,"2 Music-loving nonmusician","3 Limited working proficiency","male",45,"VE","South America"
2954,"2 Music-loving nonmusician","3 Limited working proficiency","male",27,"ES","Europe"
2955,"3 Amateur musician","4 Professional working proficiency","male",31,"VE","South America"
2956,"6 Professional musician","4 Professional working proficiency","male",22,"PE","South America"
2957,"4 Serious amateur musician","3 Limited working proficiency","male",30,"MX","North America"
2958,"2 Music-loving nonmusician","2 Elementary proficiency","female",,"UA","Europe"
2959,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",30,"BR","South America"
2960,"2 Music-loving nonmusician","3 Limited working proficiency","male",35,"FI","Europe"
2961,"2 Music-loving nonmusician","3 Limited working proficiency","male",41,"TR","Asia"
2963,"2 Music-loving nonmusician","2 Elementary proficiency","male",,"IN","Asia"
2964,"1 Nonmusician","2 Elementary proficiency","female",44,"ES","Europe"
2965,"2 Music-loving nonmusician","4 Professional working proficiency","male",44,"IN","Asia"
2966,"2 Music-loving nonmusician","2 Elementary proficiency","male",28,"RO","Europe"
2968,"2 Music-loving nonmusician","4 Professional working proficiency","male",37,"SA","Asia"
2969,"3 Amateur musician","4 Professional working proficiency","male",32,"IN","Asia"
2970,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2971,"1 Nonmusician","6 Native or bilingual proficiency","female",20,"PT","Europe"
2972,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",30,"BR","South America"
2973,"3 Amateur musician","3 Limited working proficiency","male",26,"VE","South America"
2974,"2 Music-loving nonmusician","2 Elementary proficiency","male",19,"RS","Europe"
2975,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2976,"1 Nonmusician","6 Native or bilingual proficiency","female",31,"US","North America"
2977,"3 Amateur musician","2 Elementary proficiency","male",20,"CL","South America"
2978,"1 Nonmusician","1 No proficiency","male",,"AR","South America"
2979,"2 Music-loving nonmusician","4 Professional working proficiency","male",50,"VE","South America"
2980,"1 Nonmusician","6 Native or bilingual proficiency","male",33,"BG","Europe"
2981,"1 Nonmusician","2 Elementary proficiency","female",22,"TR","Asia"
2984,"2 Music-loving nonmusician","2 Elementary proficiency","female",22,"RO","Europe"
2985,"3 Amateur musician","3 Limited working proficiency","male",24,"SV","North America"
2987,"1 Nonmusician","2 Elementary proficiency","male",38,"RS","Europe"
2988,"2 Music-loving nonmusician","2 Elementary proficiency","male",23,"VE","South America"
2989,"6 Professional musician","2 Elementary proficiency","male",26,"BG","Europe"
2992,"2 Music-loving nonmusician","4 Professional working proficiency","male",40,"GR","Europe"
2995,"5 Semi-professional musician","4 Professional working proficiency","female",28,"TR","Asia"
2996,"2 Music-loving nonmusician","3 Limited working proficiency","male",24,"BR","South America"
2998,"2 Music-loving nonmusician","4 Professional working proficiency","male",22,"CO","South America"
3001,"3 Amateur musician","5 Full professional proficiency","female",29,"ES","Europe"
3002,"3 Amateur musician","5 Full professional proficiency","male",30,"US","North America"
3003,"1 Nonmusician","6 Native or bilingual proficiency","male",55,"GB","Europe"
3005,"2 Music-loving nonmusician","2 Elementary proficiency","male",39,"RU","Europe"
3006,"2 Music-loving nonmusician","3 Limited working proficiency","female",38,"ID","Asia"
3007,"5 Semi-professional musician","3 Limited working proficiency","male",18,"CO","South America"
3008,"6 Professional musician","6 Native or bilingual proficiency","female",27,"US","North America"
3009,"2 Music-loving nonmusician","1 No proficiency","male",45,"RS","Europe"
3011,"2 Music-loving nonmusician","4 Professional working proficiency","male",30,"PT","Europe"
3012,"3 Amateur musician","2 Elementary proficiency","male",22,"BR","South America"
3016,"2 Music-loving nonmusician","3 Limited working proficiency","female",35,"RS","Europe"
3017,"2 Music-loving nonmusician","2 Elementary proficiency","male",25,"TR","Asia"
3018,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",35,"PT","Europe"
3021,"1 Nonmusician","4 Professional working proficiency","male",31,"HR","Europe"
3022,"1 Nonmusician","6 Native or bilingual proficiency","female",24,"MX","North America"
3023,"3 Amateur musician","2 Elementary proficiency","male",21,"IT","Europe"
3024,"2 Music-loving nonmusician","5 Full professional proficiency","male",37,"PT","Europe"
3026,"1 Nonmusician","6 Native or bilingual proficiency","female",59,"US","North America"
3027,"1 Nonmusician","4 Professional working proficiency","male",43,"PT","Europe"
3028,"2 Music-loving nonmusician","2 Elementary proficiency","female",25,"BG","Europe"
3029,"1 Nonmusician","3 Limited working proficiency","male",28,"VE","South America"
3030,"2 Music-loving nonmusician","2 Elementary proficiency","male",31,"CO","South America"
3031,"3 Amateur musician","2 Elementary proficiency","female",30,"US","North America"
3032,"3 Amateur musician","2 Elementary proficiency","male",21,"GR","Europe"
3033,"1 Nonmusician","1 No proficiency","male",20,"VE","South America"
3034,"3 Amateur musician","2 Elementary proficiency","male",33,"MX","North America"
3035,"3 Amateur musician","2 Elementary proficiency","male",40,"RS","Europe"
3036,"2 Music-loving nonmusician","3 Limited working proficiency","male",33,"BA","Europe"
3037,"2 Music-loving nonmusician","3 Limited working proficiency","male",46,"FR","Europe"
3038,"2 Music-loving nonmusician","4 Professional working proficiency","male",22,"VE","South America"
3039,"1 Nonmusician","3 Limited working proficiency","female",26,"LT","Europe"
3040,"1 Nonmusician","4 Professional working proficiency","female",31,"IN","Asia"
3041,"6 Professional musician","5 Full professional proficiency","female",37,"IT","Europe"
3042,"3 Amateur musician","3 Limited working proficiency","male",35,"PL","Europe"
3043,"1 Nonmusician","4 Professional working proficiency","male",26,"RO","Europe"
3044,"1 Nonmusician","4 Professional working proficiency","male",29,"VE","South America"
3045,"3 Amateur musician","2 Elementary proficiency","male",40,"RS","Europe"
3046,"2 Music-loving nonmusician","2 Elementary proficiency","female",35,"MX","North America"
3047,"2 Music-loving nonmusician","4 Professional working proficiency","male",36,"DE","Europe"
3048,"1 Nonmusician","6 Native or bilingual proficiency","female",25,"US","North America"
3049,"5 Semi-professional musician","3 Limited working proficiency","male",20,"VE","South America"
3051,"2 Music-loving nonmusician","3 Limited working proficiency","male",22,"IN","Asia"
3052,"2 Music-loving nonmusician","5 Full professional proficiency","male",30,"BA","Europe"
3053,"3 Amateur musician","2 Elementary proficiency","male",40,"RS","Europe"
3054,"2 Music-loving nonmusician","4 Professional working proficiency","male",32,"IN","Asia"
3055,"3 Amateur musician","5 Full professional proficiency","male",23,"VE","South America"
3056,"3 Amateur musician","4 Professional working proficiency","male",28,"AR","South America"
3057,"1 Nonmusician","1 No proficiency","male",21,"RS","Europe"
3058,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",50,"CA","North America"
3059,"4 Serious amateur musician","3 Limited working proficiency","male",35,"CO","South America"
3060,"1 Nonmusician","1 No proficiency","male",21,"RS","Europe"
3061,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",36,"AT","Europe"
3062,"3 Amateur musician","2 Elementary proficiency","male",25,"VE","South America"
3063,"3 Amateur musician","2 Elementary proficiency","male",42,"VE","South America"
3064,"1 Nonmusician","3 Limited working proficiency","male",40,"ID","Asia"
3065,"3 Amateur musician","4 Professional working proficiency","male",42,"CL","South America"
3067,"5 Semi-professional musician","4 Professional working proficiency","male",23,"VE","South America"
3069,"1 Nonmusician","4 Professional working proficiency","male",30,"IN","Asia"
3070,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",48,"GB","Europe"
3072,"3 Amateur musician","2 Elementary proficiency","male",40,"RS","Europe"
3073,"5 Semi-professional musician","3 Limited working proficiency","male",29,"VE","South America"
3074,"1 Nonmusician","3 Limited working proficiency","female",40,"BG","Europe"
3075,"5 Semi-professional musician","4 Professional working proficiency","female",21,"VE","South America"
3077,"2 Music-loving nonmusician","3 Limited working proficiency","female",33,"ES","Europe"
3078,"4 Serious amateur musician","2 Elementary proficiency","male",48,"BA","Europe"
3082,"1 Nonmusician","1 No proficiency","male",21,"RS","Europe"
3084,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",27,"MY","Asia"
3085,"2 Music-loving nonmusician","3 Limited working proficiency","female",,"MX","North America"
3086,"2 Music-loving nonmusician","1 No proficiency","male",32,"ID","Asia"
3087,"1 Nonmusician","4 Professional working proficiency","male",41,"CA","North America"
3089,"3 Amateur musician","4 Professional working proficiency","male",27,"PL","Europe"
3090,"2 Music-loving nonmusician","2 Elementary proficiency","male",28,"IN","Asia"
3091,"1 Nonmusician","3 Limited working proficiency","male",28,"MD","Europe"
3092,"1 Nonmusician","2 Elementary proficiency","male",25,"TN","Africa"
3093,"3 Amateur musician","2 Elementary proficiency","male",40,"RS","Europe"
3096,"2 Music-loving nonmusician","4 Professional working proficiency","male",27,"GR","Europe"
3097,"2 Music-loving nonmusician","3 Limited working proficiency","male",32,"BA","Europe"
3098,"1 Nonmusician","1 No proficiency","female",,"BA","Europe"
3100,"1 Nonmusician","4 Professional working proficiency","female",34,"MX","North America"
3101,"1 Nonmusician","2 Elementary proficiency","male",33,"MX","North America"
3102,"2 Music-loving nonmusician","2 Elementary proficiency","female",35,"MX","North America"
3103,"2 Music-loving nonmusician","4 Professional working proficiency","male",30,"MX","North America"
3104,"2 Music-loving nonmusician","3 Limited working proficiency","male",25,"BA","Europe"
3105,"3 Amateur musician","2 Elementary proficiency","male",40,"RS","Europe"
3106,"1 Nonmusician","2 Elementary proficiency","female",61,"SE","Europe"
3107,"3 Amateur musician","6 Native or bilingual proficiency","male",30,"GB","Europe"
3108,"1 Nonmusician","1 No proficiency","male",37,"CY","Europe"
3110,"2 Music-loving nonmusician","5 Full professional proficiency","female",29,"IT","Europe"
3111,"2 Music-loving nonmusician","3 Limited working proficiency","male",26,"BD","Asia"
